cv,jd,satisfied
"协助完成TAMP海外专题研究报告及TAMP国内专题研究报告,负责整理海内外开展相关业务的公司,并分析其业务模式;搜集需求方资料,研究用户痛点和行业底层逻辑。公司分析报告:协助完成同花顺公司报告,负责参考同花顺经营模式,撰写高层访谈提问;并整理年报数据,结合同花顺的业务模式计算相关的指标,如获客成本、行业内技术投入占比、收入预测等。其他:参考金融壹账通财务情况和战略发展方向,准备反路演提问;参与六期金融科技行业周报撰写,负责梳理业内公司的主要大事记,投融资情况整理等;完成金融机构治理论文的证券建议部分",1.收集行业信息，针对性的进行调研、访谈和统计整理；2.对创业项目的产品业务、运营数据、商业模式以及市场情况等进行深入分析；3.协助投资人进行投资可行性分析、项目尽职调查及投资材料准备工作；信息收集和数据整理能力强，财务基础功扎实，研究能力强，熟练使用英语查看并分析上市公司财报,1
"协助完成TAMP海外专题研究报告及TAMP国内专题研究报告,负责整理海内外开展相关业务的公司,并分析其业务模式;搜集需求方资料,研究用户痛点和行业底层逻辑。公司分析报告:协助完成同花顺公司报告,负责参考同花顺经营模式,撰写高层访谈提问;并整理年报数据,结合同花顺的业务模式计算相关的指标,如获客成本、行业内技术投入占比、收入预测等。其他:参考金融壹账通财务情况和战略发展方向,准备反路演提问;参与六期金融科技行业周报撰写,负责梳理业内公司的主要大事记,投融资情况整理等;完成金融机构治理论文的证券建议部分",1、协助搜集、分析、整合行业相关数据资料；2、在研究员指导下参与公司深度报告及行业专题报告的撰写；3、可参与上市公司调研和行业重要会议，撰写调研、会议等活动的相关报告。,1
"协助完成TAMP海外专题研究报告及TAMP国内专题研究报告,负责整理海内外开展相关业务的公司,并分析其业务模式;搜集需求方资料,研究用户痛点和行业底层逻辑。公司分析报告:协助完成同花顺公司报告,负责参考同花顺经营模式,撰写高层访谈提问;并整理年报数据,结合同花顺的业务模式计算相关的指标,如获客成本、行业内技术投入占比、收入预测等。其他:参考金融壹账通财务情况和战略发展方向,准备反路演提问;参与六期金融科技行业周报撰写,负责梳理业内公司的主要大事记,投融资情况整理等;完成金融机构治理论文的证券建议部分",1、协助分析师进行研究报告撰写工作；2、协助分析师进行数据收集、整理、分析等搭建数据库；3、独立撰写行业深度报告或公司深度报告研究基本功扎实，擅长收集、整理、分析信息,1
"协助完成TAMP海外专题研究报告及TAMP国内专题研究报告,负责整理海内外开展相关业务的公司,并分析其业务模式;搜集需求方资料,研究用户痛点和行业底层逻辑。公司分析报告:协助完成同花顺公司报告,负责参考同花顺经营模式,撰写高层访谈提问;并整理年报数据,结合同花顺的业务模式计算相关的指标,如获客成本、行业内技术投入占比、收入预测等。其他:参考金融壹账通财务情况和战略发展方向,准备反路演提问;参与六期金融科技行业周报撰写,负责梳理业内公司的主要大事记,投融资情况整理等;完成金融机构治理论文的证券建议部分",1、存量行研报告撰写；2、对已审核的行研报告转成PPT形式；3、企业宣传会议的策划与组织；4、协助其他部门完成必要数据的搜索。,1
"新能源汽车行业相关研究报告,通过主要产品、终端客户等多项维度,对AR-HUD产品供应商进行Excel梳理;对客户案例问题进行有效性验证,例如“射电天文台址5公里范围内,禁止使用24GHz短距离车载雷达设备”完成公司日常分配事项,对文档资料、合同等进行整理及编排",1、从事新能源汽车、智能网联、氢能与燃料电池、充换电基础设施等产业研究工作；2、协助课题研究，完成数据收集、数据分析、研究报告撰写等研究任务。具有报告写作经验最佳,1
"新能源汽车行业相关研究报告,通过主要产品、终端客户等多项维度,对AR-HUD产品供应商进行Excel梳理;对客户案例问题进行有效性验证,例如“射电天文台址5公里范围内,禁止使用24GHz短距离车载雷达设备”完成公司日常分配事项,对文档资料、合同等进行整理及编排",1、行业数据库整理和比较分析；2、协助搜集、分析、整合行业相关数据资料；3、在研究员指导下参与公司深度报告及行业专题报告的撰写。认真细致，公司注重细节和微观数据；,1
"新能源汽车行业相关研究报告,通过主要产品、终端客户等多项维度,对AR-HUD产品供应商进行Excel梳理;对客户案例问题进行有效性验证,例如“射电天文台址5公里范围内,禁止使用24GHz短距离车载雷达设备”完成公司日常分配事项,对文档资料、合同等进行整理及编排",1.负责公司关注方向的研究分析，包括目标方向的背景、政策、市场、格局、技术、岗位、趋势等，使用爬虫工具收集相关数据，并进行数据分析，形成完整的研究报告；2.负责完善行业研究分析体系，建立和完善行业信息收集渠道，配合技术部门构建公司行业研究数据库，完成数据沉淀；3.梳理行业研究工作流程，完善行业研究自动化方案，辅助行业研究方法论积累及自动化建设；4.定期向上级汇报所负责研究项目的进度，提出项目存在的问题、建议及所需要的支持。2.具有基础的数据分析、数据处理能力及数据可视化能力，具有良好的逻辑思维与沟通能力，具有广阔的战略视角和战略思考力；3.条理清晰，具有较强的研究分析能力、信息搜集能力和数据敏感度，文字能力较强，有较强的执行力，责任感强，能按计划完成任务；,1
向约30位新开户的客户讲解基金股票的基本知识汇总整理市场分析报告,1、对目标行业有所理解（比如新消费、高端制造、新基建等），跟踪国家经济发展、金融监管政策方向，并定期形成研究成果向领导汇报；2、负责研究院专题信息的收集整理处理分析等，研究课题包含但不限于：资产配置、宏观经济、资本市场（股票及股权）、海外市场等。,1
"期货投资分析、期货从业、证券从业、基金从业·英语六级577、雅思7、计算机二级,熟练掌握office软件·熟练使用python进行数据回测、交易策略分析;掌握PowerBI基础知识,熟练使用PowerPivot",1、对目标行业有所理解（比如新消费、高端制造、新基建等），跟踪国家经济发展、金融监管政策方向，并定期形成研究成果向领导汇报；2、负责研究院专题信息的收集整理处理分析等，研究课题包含但不限于：资产配置、宏观经济、资本市场（股票及股权）、海外市场等。,1
"期货投资分析、期货从业、证券从业、基金从业·英语六级577、雅思7、计算机二级,熟练掌握office软件·熟练使用python进行数据回测、交易策略分析;掌握PowerBI基础知识,熟练使用PowerPivot",1.通过研究行业与市场数据、进行信息的整理、校验与整合，提炼观点，进行决策支持；2.配合完成行业分析，市场分析，竞对分析的报告撰写及资源库建立；3.利用数据分析和商业洞察力，发现业务发展机会，提供分析支持；1.对商业、投资、市场动态、用户心理研究感兴趣；2.较强的逻辑思考能力，沟通协调能力，快速学习能力；4.掌握SQL、Python、R等数据分析工具优先；,1
"期货投资分析、期货从业、证券从业、基金从业·英语六级577、雅思7、计算机二级,熟练掌握office软件·熟练使用python进行数据回测、交易策略分析;掌握PowerBI基础知识,熟练使用PowerPivot",1、关注宏观经济和证券市场的发展变化以及资本市场相关政策的变动情况，对资本市场进行研究分析；2、境内外重点公司所处行业分析，业务模式分析，产品分析，紧密跟踪二级市场动态，及时分析汇报；收集行业相关动态信息，对策略、法规和行业热点事件进行深度解读；4、跟踪行业公司变化情况，及时动态判断所跟踪公司投资价值变化情况。2、关注资本市场及行业发展动态，具有较强的估值、分析能力，具备对宏观经济、金融市场的专业分析，把握能力较强的风险控制意识；3、善于搜集、筛选、综合、提炼，文字表达能力佳；,1
